400,1050,300,1150,450,800
950,650,200,900,1150,350
600,600,250,700,400,600
550,500,200,650,350,550
450,300,1200,500,450,850
500,450,550,600,400,700
450,400,550,550,350,600
450,400,550,550,350,600
450,400,550,550,350,600
300,350,500,400,250,450
250,300,500,350,250,400
250,300,500,350,250,400
250,300,450,300,200,350
200,300,450,250,200,350
150,300,450,200,200,250
250,300,500,300,200,400
250,300,450,300,200,350
200,300,450,250,150,350
200,300,450,250,150,350
150,300,400,150,200,250
150,250,400,150,150,300
150,250,400,150,150,200
150,250,350,150,150,250
150,250,350,150,150,200
150,250,350,150,150,150
150,250,350,150,150,200
150,250,250,150,150,150
150,250,300,150,150,150
950,300,450,400,1400,300
450,300,450,400,350,300
450,300,450,400,350,300
450,300,450,400,350,300
1000,300,1000,400,200,300
450,300,500,400,1300,300
600,300,500,400,1050,300
300,300,1450,400,1050,300
300,300,800,450,400,300
450,300,1900,250,450,300
450,300,350,400,1500,300
450,300,1600,350,700,300
450,300,1650,400,650,300
450,300,1050,400,150,300
450,300,750,400,600,300
450,300,650,400,1450,300
450,300,550,400,1750,300
450,300,750,400,950,300
450,300,1600,400,550,300
450,300,1800,400,750,300
450,300,950,400,450,300
450,300,1900,400,500,300
450,300,950,400,500,300
450,300,950,400,500,300
450,300,950,400,500,300
500,300,750,450,450,300
500,300,750,450,450,300
500,300,750,450,450,300
500,300,750,450,450,300
500,300,750,450,450,300
500,300,750,450,450,300
500,300,750,450,450,300
500,300,750,450,450,300
500,300,750,450,450,300
500,300,750,450,450,300
500,300,750,450,450,300
500,300,750,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
500,300,600,450,450,300
