350,550,450,1650,100,1050
300,700,500,1300,250,700
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,900,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
250,550,400,700,200,600
